treatment_effect_hat,standard_error_HC3,ci_lower,ci_upper,ci_length,covered,n_selected_outcome_controls,n_selected_treatment_controls,lasso_penalty,outcome_lasso_penalty,treatment_lasso_penalty
2.078884215686221,0.04339798855133813,1.9938257211241166,2.163942710248325,0.17011698912420847,1,19,23,0.6598941264897743,0.6598941264897743,0.28141143166984844
2.0340967245441166,0.07344006822255063,1.8901568358057528,2.1780366132824804,0.28787977747672766,1,12,14,0.5269660823966573,0.5269660823966573,0.21629539339652423
1.9670710777495304,0.0862728090203072,1.797979479224626,2.136162676274435,0.3381831970498088,1,15,16,0.5042226567811828,0.5042226567811828,0.2125201274763737
1.9980043482265528,0.05716364292724271,1.8859656668640494,2.110043029589056,0.22407736272500678,1,18,20,0.5378209105914822,0.5378209105914822,0.23290290832267008
2.0112406102352005,0.07457876781446138,1.8650689113074812,2.1574123091629196,0.2923433978554384,1,25,18,0.5651523705241976,0.5651523705241976,0.23983359252673256
2.0713339138411713,0.06541821896479623,1.9431165607374155,2.199551266944927,0.25643470620751163,1,14,13,0.5113466293620436,0.5113466293620436,0.21524472325663002
2.1076224054447774,0.07514741854272342,1.9603361715698822,2.2549086393196727,0.2945724677497905,1,16,16,0.5048599181014377,0.5048599181014377,0.2039048894648101
2.0705347007541564,0.0401614915840804,1.9918196236839503,2.1492497778243624,0.15743015414041217,1,22,21,0.5457928110795043,0.5457928110795043,0.23809199668270253
2.033431803061707,0.06847353022705585,1.8992261499223628,2.167637456201051,0.26841130627868837,1,20,17,0.5659721213284225,0.5659721213284225,0.24161363364629046
1.9964147394448757,0.054031434518270464,1.8905150737560312,2.10231440513372,0.21179933137768892,1,13,13,0.5489668648420013,0.5489668648420013,0.2339198206150022
2.0361704164459384,0.03814529120985397,1.9614070194948323,2.1109338133970446,0.14952679390221224,1,17,21,0.5861869759046017,0.5861869759046017,0.2600116484947287
2.088596408839293,0.06518258299178632,1.9608408937560986,2.2163519239224874,0.25551103016638876,1,11,13,0.5140437116226626,0.5140437116226626,0.21348918690608368
1.8790682317384508,0.06987864033883313,1.7421086133857102,2.0160278500911915,0.27391923670548124,1,18,18,0.5143789595441419,0.5143789595441419,0.22463037445717385
2.1311572143821578,0.07254455535267389,1.9889724986164445,2.273341930147871,0.28436943153142646,1,16,15,0.5472242685201131,0.5472242685201131,0.23257526883048102
2.029783325619198,0.0523395287892932,1.927199734224386,2.13236691701401,0.20516718278962376,1,12,15,0.5061690108181944,0.5061690108181944,0.2140589151732703
2.1285303905732755,0.07161715017008088,1.9881633555645204,2.268897425582031,0.2807340700175105,1,16,11,0.5125524010898639,0.5125524010898639,0.20559557700076556
2.1011580277399173,0.06867552923692623,1.9665564638163144,2.2357595916635202,0.2692031278472058,1,19,16,0.5261685195656705,0.5261685195656705,0.21795313042169942
2.0302629773572134,0.04563919789781929,1.9408117931941915,2.1197141615202355,0.178902368326044,1,16,12,0.5518103373344704,0.5518103373344704,0.24200484599773534
2.0691077378534177,0.05757275525744959,1.9562672110580774,2.181948264648758,0.22568105359068036,1,17,18,0.5093556272945716,0.5093556272945716,0.21420701295258934
1.9112688929366493,0.0648267854487275,1.7842107282236381,2.0383270576496604,0.25411632942602225,1,18,15,0.5044816214885502,0.5044816214885502,0.21928475177380535
2.192447855332351,0.06884630115325871,2.0575115846031657,2.3273841260615367,0.2698725414583709,0,13,14,0.5484162477628617,0.5484162477628617,0.22526428047262018
2.0467133389867764,0.08011328978686022,1.8896941763215098,2.203732501652043,0.3140383253305332,1,10,11,0.49894058542711256,0.49894058542711256,0.20680633821945082
2.012956004376491,0.06361326734648615,1.8882762914384605,2.137635717314522,0.2493594258760614,1,20,20,0.5299263484141835,0.5299263484141835,0.2289363619521518
2.142051111561461,0.08064640209495812,1.9839870679726075,2.3001151551503143,0.3161280871777068,1,14,18,0.5090315743764359,0.5090315743764359,0.21069777350483912
2.0414554912241547,0.06580273956821668,1.9124844915863812,2.170426490861928,0.25794199927554673,1,20,23,0.5260209967260551,0.5260209967260551,0.2206471370487901
1.8399812393221142,0.06852959546347406,1.7056657003386055,1.974296778305623,0.26863107796701735,0,16,13,0.5616009500565682,0.5616009500565682,0.24700218172304433
1.9449086265893427,0.08533838077636151,1.7776484737687088,2.1121687794099766,0.3345203056412678,1,21,19,0.5435571477703849,0.5435571477703849,0.23281060643760573
1.9101681480947956,0.06628606840724131,1.7802498413398444,2.040086454849747,0.2598366135099024,1,19,22,0.5249039603054235,0.5249039603054235,0.22975930902771158
2.046084716463587,0.057252218694995395,1.9338724297863854,2.158297003140789,0.2244245733544037,1,15,13,0.602853835164678,0.602853835164678,0.2542093545061534
2.0865234084649655,0.062546602670274,1.9639343198758916,2.2091124970540394,0.24517817717814783,1,21,24,0.5193463957202968,0.5193463957202968,0.21596233278178595
2.081547036741984,0.05702908413848813,1.969772085759243,2.193321987724725,0.2235499019654823,1,15,13,0.5831572029123865,0.5831572029123865,0.24340873944171101
1.9733383694284572,0.06373144550211217,1.84842703156164,2.0982497072952744,0.24982267573363437,1,20,20,0.5273619008517252,0.5273619008517252,0.2273680110295433
2.0365117071466825,0.05062511514617665,1.937288304746983,2.135735109546382,0.19844680479939902,1,10,14,0.5554098382546223,0.5554098382546223,0.2362493886457371
1.9659204383415738,0.052969579912359725,1.8621019694371324,2.0697389072460153,0.20763693780888293,1,14,14,0.5965440280791487,0.5965440280791487,0.2640312738658387
1.920470337678939,0.0756294699900841,1.7722393003285213,2.068701375029357,0.2964620747008355,1,14,14,0.47050077028988013,0.47050077028988013,0.19973826252734952
