treatment_effect_hat,standard_error_HC3,ci_lower,ci_upper,ci_length,covered,n_selected_outcome_controls,n_selected_treatment_controls,lasso_penalty,outcome_lasso_penalty,treatment_lasso_penalty
2.1248444884838644,0.07742799207263784,1.9730884126262414,2.2766005643414875,0.30351215171524615,1,22,26,0.22583141571814214,0.22583141571814214,0.08313363536646994
1.9694396688248728,0.07859606698872192,1.8153942082004804,2.123485129449265,0.3080909212487848,1,9,12,0.3083556201277785,0.3083556201277785,0.1234729731598498
2.3485698798450123,0.10156828360403758,2.1494997020095488,2.547640057680476,0.3981403556709271,0,29,52,0.22783515136309307,0.22783515136309307,0.056386851930181746
1.9105228554275195,0.09735962292116124,1.7197015009536432,2.101344209901396,0.38164270894775276,1,95,89,0.06955209950675359,0.06955209950675359,0.03455731378558773
2.0256455548020127,0.07493445573401716,1.878776720362228,2.172514389241797,0.293737668879569,1,18,19,0.2523268278082488,0.2523268278082488,0.10955215516116952
1.9318329731441723,0.05754364577031981,1.819049499895215,2.04461644639313,0.2255669464979151,1,15,17,0.2965274772839645,0.2965274772839645,0.1325114880397795
1.9980317762522306,0.06476960558752264,1.871085682007822,2.124977870496639,0.253892188488817,1,33,31,0.20663823965492262,0.20663823965492262,0.087744562220574
1.9433668559823463,0.07392631223531015,1.7984739464912756,2.088259765473417,0.2897858189821414,1,20,12,0.2601152929213192,0.2601152929213192,0.1581915271685308
1.7169939015532765,0.07782445916742435,1.5644607644688167,1.8695270386377363,0.3050662741689196,0,55,39,0.10754035895141063,0.10754035895141063,0.06363530672808022
2.042182021607658,0.07020874546761023,1.904575409091402,2.1797886341239137,0.27521322503251167,1,19,21,0.25870697248993946,0.25870697248993946,0.10244929310177173
1.9862772346952862,0.06599779797681221,1.8569239276017837,2.1156305417887884,0.2587066141870047,1,12,13,0.27234940504448213,0.27234940504448213,0.12834016853218702
1.8248509624134193,0.08734145046726852,1.6536648651400838,1.9960370596867547,0.3423721945466709,0,43,38,0.1555063745843467,0.1555063745843467,0.0766229424798788
1.9598472268642668,0.06260491712611496,1.8371438440419667,2.082550609686567,0.24540676564460018,1,29,21,0.19843821222618313,0.19843821222618313,0.10528679995089231
1.963334146982198,0.06686250192011305,1.8322860513025363,2.09438224266186,0.2620961913593236,1,14,13,0.2526095699614672,0.2526095699614672,0.11948997599324793
1.8830874964737463,0.072879321005229,1.740246652085764,2.0259283408617286,0.28568168877596456,1,28,15,0.20626970875142275,0.20626970875142275,0.14311377685493995
1.9181819960545285,0.0789657673077137,1.7634119361198393,2.0729520559892176,0.30954011986937835,1,12,12,0.2726452370013926,0.2726452370013926,0.1340195339091317
2.107539028158053,0.056844762463041154,1.9961253410207578,2.2189527152953477,0.22282737427458987,1,16,17,0.2948424747612011,0.2948424747612011,0.11781062583061198
2.0196121579925146,0.07097472482028165,1.8805042535321215,2.1587200624529075,0.278215808920786,1,11,18,0.33563318838697004,0.33563318838697004,0.13576654330674126
