treatment_effect_hat,standard_error_HC3,ci_lower,ci_upper,ci_length,covered,n_selected_outcome_controls,n_selected_treatment_controls,lasso_penalty,outcome_lasso_penalty,treatment_lasso_penalty
2.069721969276002,0.09026688842063495,1.892802118975062,2.246641819576942,0.3538397006018803,1,31,43,0.23334586034846685,0.23334586034846685,0.07595334664713489
1.9804117617373,0.06705234380833627,1.8489915827939636,2.1118319406806365,0.2628403578866729,1,18,15,0.38544131713013974,0.38544131713013974,0.16501042948548372
1.9840096430774918,0.048928836734534416,1.888110885272364,2.0799084008826196,0.1917975156102556,1,16,22,0.4676512045069179,0.4676512045069179,0.21316344640044935
2.054065093100009,0.06245726596099997,1.9316511012436097,2.1764790849564086,0.2448279837127989,1,15,17,0.5640299944442284,0.5640299944442284,0.22215853392708065
2.065160446549702,0.04296195484605653,1.9809565623459955,2.149364330753409,0.16840776840741345,1,23,19,0.32248127019607864,0.32248127019607864,0.14892179296969424
1.9140900212311418,0.048354073946048425,1.8193177777911003,2.0088622646711833,0.18954448688008307,1,23,24,0.35247866958470203,0.35247866958470203,0.16231322468583256
1.9277842926307316,0.11700425415220976,1.6984601684544294,2.157108416807034,0.4586482483526044,1,14,13,0.5219476362017724,0.5219476362017724,0.2436176919933053
2.0063461066111765,0.0477923183040799,1.9126748839975054,2.1000173292248476,0.18734244522734222,1,17,15,0.34150616146939394,0.34150616146939394,0.167901546287236
1.8559141656413325,0.08160717794301768,1.6959670359930663,2.0158612952895987,0.31989425929653237,1,15,11,0.34620167616737413,0.34620167616737413,0.19228176023000035
2.184665916781973,0.08266150501793929,2.022652344038935,2.3466794895250107,0.3240271454860757,0,25,39,0.32739271079303695,0.32739271079303695,0.10496613029794613
2.143994126763925,0.08190471634830988,1.9834638325572684,2.3045244209705813,0.32106058841331286,1,21,23,0.28218624287732197,0.28218624287732197,0.0983077293764638
1.985482283543309,0.06297956130344953,1.8620446116264155,2.1089199554602027,0.24687534383378718,1,22,19,0.31518136965479354,0.31518136965479354,0.16837757545663581
2.0654766379182536,0.07449927268069702,1.9194607465896587,2.2114925292468484,0.29203178265718965,1,15,12,0.32849549722805793,0.32849549722805793,0.15143187505535205
2.0637612909709158,0.05325667086706139,1.959380134134972,2.1681424478068596,0.2087623136718877,1,13,18,0.4037629515353167,0.4037629515353167,0.18664036605870268
1.9959044291378272,0.05806875507178742,1.8820917605700462,2.1097170977056083,0.2276253371355621,1,18,16,0.36533580581643377,0.36533580581643377,0.15655075110815908
1.9990723462411233,0.060195955883018515,1.881090440695445,2.1170542517868016,0.23596381109135667,1,26,33,0.27367832040431805,0.27367832040431805,0.11149169145569908
2.0394152399936747,0.06347819805720954,1.9150002579980436,2.163830221989306,0.24882996399126234,1,13,20,0.3818548681334209,0.3818548681334209,0.1342639997307686
2.02797491386816,0.04897650670965241,1.9319827246286572,2.1239671031076632,0.19198437847900607,1,31,30,0.25324655038415683,0.25324655038415683,0.11724157124218042
1.7858203652887101,0.05037575948670074,1.6870856910009246,1.8845550395764956,0.19746934857557097,0,24,19,0.26325956882733026,0.26325956882733026,0.17303032588379327
2.008330116905003,0.07500851768349522,1.8613161237116165,2.1553441100983894,0.29402798638677297,1,18,18,0.3747296692112482,0.3747296692112482,0.1716044136599274
